"pers_id","cntry","NUTS1","NUTS2","NUTS3","gender","age","educ","inc_dec","migbck","rur","rur_cont","plid","urid","rurid","lr","immi","resbio","res","thermo.in","thermo.out","int.in","open.in","hon.in","self.in","hypo.in","int.out","open.out","hon.out","self.out","hypo.out","eco","rep1","rep2","cult1","cult2","AP_Wag","galtan19","galtan23","family23","reg_unemp","pop_delta","popdens_n3","EQI"
8386,"EL","EL5","EL51","EL512","female",42,"High",9,"No","urban","Very urban",7,7,8,5,0,"A town or small city","The suburbs or outskirts of a big city",65,73,3,4,3,4,3,3,2,4,2,3,2,3,2,3,3,13.1997869300985,NA,NA,NA,12.1,-3.6,63,-0.918
8387,"ES","ES7","ES70","ES709","female",54,"Low",4,"No","rural","Rather rural",5,5,7,5,5,"A town or small city","A country village",70,70,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,9.50575483588757,NA,NA,NA,16.1,12.5,477.4,-0.139
8388,"HU","HU3","HU31","HU311","female",41,"High",7,"No","urban","Very urban",10,6,8,5,2,"A town or small city","A big city",51,70,2,3,1,4,5,4,4,3,3,3,3,4,5,3,2,3.52066211505664,NA,NA,NA,6.4,-6.9,88.3,-1.276
8389,"PL","PL8","PL82","PL823","male",27,"Low",8,"No","urban","Rather urban",2,3,3,9,1,"A country village","A town or small city",37,51,4,2,3,3,3,4,2,3,3,3,3,2,2,3,2,1.82574185835055,NA,NA,NA,4.3,-3.2,179.5,-1.125
8390,"EL","EL6","EL65","EL652","female",58,"High",4,"Yes","urban","Rather urban",5,10,6,5,5,"A big city","A town or small city",70,39,3,4,3,4,2,5,4,4,5,3,3,3,3,5,1,9.46044396421225,NA,NA,NA,9.6,-7.8,64.3,-1.108
8391,"IT","ITI","ITI4","ITI43","male",45,"High",1,"No","rural","Rather rural",10,1,10,5,0,"A country village","A country village",84,40,4,4,4,3,3,4,4,3,3,3,3,2,3,3,3,8.9,NA,NA,NA,7.2,1,803.5,-1.068
8392,"PL","PL2","PL21","PL217","female",30,"Low",10,"No","urban","Very urban",1,5,6,5,0,"A country village","A town or small city",50,39,3,2,2,4,4,3,3,4,2,3,2,2,3,4,1,19.075871903766,NA,NA,NA,2.3,-0.5,175,-1.022
8393,"HU","HU2","HU23","HU232","male",39,"High",5,"No","urban","Very urban",10,7,9,7,0,"A country village","A town or small city",50,50,3,3,2,4,4,3,3,4,3,3,3,1,1,3,1,18.1046341520004,NA,NA,NA,6,-5.1,52.3,-1.181
8394,"DK","DK0","DK01","DK011","female",67,"High",NA,"Yes","urban","Very urban",10,9,8,4,7,"A big city","A big city",53,70,3,3,3,4,3,3,3,3,2,2,4,4,3,3,4,3.20780298646909,NA,NA,NA,5.2,12.7,4578,1.557
8395,"ES","ES6","ES61","ES614","female",27,"High",7,"No","rural","Rather rural",10,3,9,5,9,"A country village","A country village",71,66,4,3,5,4,4,4,4,4,4,4,4,4,4,1,3,0,NA,NA,NA,18.3,8.5,73.5,-0.764
8396,"IT","ITF","ITF3","ITF33","female",54,"Low",NA,"No","urban","Rather urban",10,8,8,7,7,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",79,81,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4.00124980474851,NA,NA,NA,17.4,-2.6,2564.4,-1.215
8397,"IT","ITF","ITF4","ITF46","male",40,"Low",NA,"No","urban","Rather urban",5,6,6,5,3,"A town or small city","A town or small city",57,55,4,4,3,4,4,3,3,4,3,3,3,1,2,3,2,15.4431214461326,NA,NA,NA,11.6,-3.9,88.1,-1.266
8398,"HU","HU2","HU23","HU232","female",34,"High",NA,"No","urban","Rather urban",10,7,7,5,5,"A country village","A town or small city",50,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20.3712457724359,NA,NA,NA,6,-5.1,52.3,-1.181
8399,"EL","EL3","EL30","EL304","female",44,"High",8,"No","urban","Very urban",10,9,5,0,5,"A big city","A big city",79,59,1,2,2,2,2,1,2,3,2,2,2,2,3,2,1,3.24037034920393,NA,NA,NA,9.4,-2.9,7378.4,-1.298
8400,"DK","DK0","DK05","DK050","female",51,"Low",NA,"No","urban","Rather urban",10,8,5,5,7,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",80,80,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,11.226753760549,NA,NA,NA,4.7,4.9,76.5,2.104
8401,"PL","PL5","PL51","PL517","male",60,"High",10,"No","urban","Very urban",4,6,6,7,10,"A town or small city","A town or small city",58,92,3,4,2,4,4,3,4,4,2,2,3,1,2,2,2,16.8093889108306,NA,NA,NA,3,-2.9,152,-1.261
8402,"ES","ES6","ES61","ES618","male",64,"Low",1,"No","rural","Rather rural",10,6,6,5,0,"A country village","A country village",80,59,5,3,5,1,1,5,2,3,4,3,2,5,4,4,5,9.87974569510774,NA,NA,NA,18.3,8.5,141.2,-0.764
8403,"EL","EL3","EL30","EL301","male",26,"Low",2,"No","urban","Rather urban",4,5,9,5,5,"A country village","The suburbs or outskirts of a big city",40,44,3,4,2,4,4,3,2,4,3,2,3,2,2,2,1,7.0433922934904,NA,NA,NA,9.4,-2.9,4251.9,-1.298
8404,"EL","EL3","EL30","EL301","male",52,"Low",3,"No","urban","Very urban",9,10,8,6,3,"A big city","A big city",77,100,3,3,3,4,4,3,3,4,2,3,2,2,4,3,2,12.2672073023977,NA,NA,NA,9.4,-2.9,4251.9,-1.298
8405,"EL","EL5","EL52","EL522","male",28,"Low",2,"Yes","urban","Very urban",10,7,7,5,5,"A big city","A big city",70,73,3,3,4,3,3,4,3,3,3,3,3,3,2,2,3,13.683361246419,NA,NA,NA,14.1,-4.5,309.5,-0.891
8406,"HU","HU2","HU23","HU231","female",46,"Low",NA,"No","urban","Very urban",5,5,5,5,1,"A big city","A big city",60,50,3,4,2,4,5,3,2,4,2,3,3,2,4,3,2,0,NA,NA,NA,6,-5.1,81.7,-1.181
8407,"ES","ES3","ES30","ES300","female",25,"Low",NA,"No","urban","Very urban",8,8,5,5,5,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",45,40,5,5,3,4,4,4,2,4,3,3,3,3,1,2,2,14.4373647179809,NA,NA,NA,10,18.9,846.9,0.339
8408,"EL","EL6","EL63","EL631","male",48,"Low",4,"No","urban","Very urban",9,8,8,8,2,"A town or small city","A town or small city",51,51,2,4,3,3,3,3,2,4,3,3,2,1,1,1,1,25.2227575812004,NA,NA,NA,9.8,-6,38.2,-1.239
8409,"EL","EL3","EL30","EL303","female",57,"Low",5,"Yes","urban","Very urban",10,9,1,5,5,"A big city","A big city",60,30,1,1,1,3,3,1,1,1,3,5,3,3,1,4,1,18.9604852258585,NA,NA,NA,9.4,-2.9,10430.2,-1.298
8410,"HU","HU1","HU12","HU120","male",22,"High",NA,"No","urban","Very urban",5,5,1,0,8,"A town or small city","A town or small city",65,0,4,4,3,3,3,2,2,2,2,2,3,1,5,4,2,15.7056253191863,NA,NA,NA,3.2,9.7,207.5,-1.08
8411,"IT","ITC","ITC4","ITC46","female",24,"Low",NA,"No","rural","Rather rural",10,2,10,8,2,"A country village","A country village",80,33,4,3,5,3,2,4,4,3,4,2,2,3,5,4,5,12.6431799797361,NA,NA,NA,4,3.4,408.1,-0.225
8412,"ES","ES6","ES61","ES614","female",45,"Low",NA,"No","rural","Rather rural",10,7,10,5,7,"A country village","A country village",52,49,5,5,5,1,1,3,3,3,3,3,3,3,3,3,3,0.866025403784439,NA,NA,NA,18.3,8.5,73.5,-0.764
8413,"EL","EL5","EL52","EL522","male",63,"Low",4,"No","urban","Very urban",10,10,4,6,5,"A big city","A big city",50,61,3,3,2,5,5,3,3,3,3,3,1,1,1,2,1,18.5859489937964,NA,NA,NA,14.1,-4.5,309.5,-0.891
8414,"ES","ES5","ES52","ES523","female",20,"High",5,"No","urban","Rather urban",6,7,7,1,8,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",50,91,3,4,2,4,4,3,4,4,3,3,3,2,2,1,1,18.0277563773199,NA,NA,NA,12.8,20.9,239.3,-0.181
8415,"ES","ES5","ES51","ES511","male",48,"Low",3,"No","urban","Rather urban",10,5,5,0,10,"The suburbs or outskirts of a big city","A big city",40,75,3,2,3,4,4,3,4,4,3,2,3,1,1,1,1,24.7130405858931,NA,NA,NA,9.3,17.9,730.7,-0.232
8416,"ES","ES6","ES61","ES612","male",48,"Low",NA,"No","urban","Very urban",9,7,6,5,5,"A town or small city","A town or small city",50,50,3,3,3,4,4,3,2,4,3,3,2,3,2,2,2,15.9525664079483,NA,NA,NA,18.3,8.5,171.8,-0.764
8417,"IT","ITC","ITC4","ITC4C","male",37,"Low",10,"No","urban","Rather urban",6,6,6,5,4,"A town or small city","A town or small city",50,60,4,4,3,4,4,2,3,5,2,3,3,2,3,4,3,6.75277720645365,NA,NA,NA,4,3.4,2085.6,-0.225
8418,"EL","EL3","EL30","EL303","female",21,"Low",NA,"No","urban","Very urban",8,8,5,5,4,"A big city","A big city",40,60,2,4,2,5,5,3,2,4,2,2,2,2,1,4,3,0,NA,NA,NA,9.4,-2.9,10430.2,-1.298
8419,"EL","EL5","EL52","EL522","male",22,"Low",4,"No","urban","Very urban",10,8,4,3,5,"A big city","A big city",72,67,3,4,2,3,4,3,2,4,4,2,2,3,2,4,3,24.9821811497715,NA,NA,NA,14.1,-4.5,309.5,-0.891
8420,"HU","HU3","HU31","HU312","female",18,"Low",NA,"Yes","urban","Very urban",7,3,2,5,5,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",46,52,3,3,3,4,5,3,2,3,2,2,1,4,5,3,2,2.55796987404919,NA,NA,NA,6.4,-6.9,82.1,-1.276
8421,"CZ","CZ0","CZ07","CZ072","female",62,"Low",NA,"No","urban","Rather urban",7,8,10,9,5,"A town or small city","A town or small city",92,79,3,4,2,4,4,3,2,4,1,1,1,1,1,1,1,24.8059132735187,NA,NA,NA,2.5,14.1,148.7,-0.257
8422,"IT","ITI","ITI3","ITI32","male",80,"Low",7,"No","urban","Rather urban",7,3,7,1,6,"A town or small city","A town or small city",54,31,2,3,3,4,4,3,2,3,4,3,2,3,3,4,2,3.72155881318568,NA,NA,NA,5.2,-1.9,237.7,-0.152
8423,"ES","ES7","ES70","ES705","female",44,"High",2,"No","urban","Rather urban",8,8,5,3,7,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",50,65,3,4,3,4,4,3,4,4,2,3,2,3,2,2,1,10.5052070422243,NA,NA,NA,16.1,12.5,560.4,-0.139
8424,"EL","EL3","EL30","EL303","female",38,"High",NA,"No","urban","Very urban",4,8,6,5,2,"A town or small city","A big city",50,50,3,4,3,3,2,3,2,3,3,2,3,3,2,4,2,7.62807315119618,NA,NA,NA,9.4,-2.9,10430.2,-1.298
8425,"EL","EL5","EL52","EL522","female",64,"High",NA,"No","urban","Very urban",10,10,4,5,1,"A big city","A big city",50,50,3,3,2,4,4,3,2,3,3,3,3,3,3,4,3,5.13413819447821,NA,NA,NA,14.1,-4.5,309.5,-0.891
8426,"IT","ITI","ITI1","ITI19","male",33,"Low",8,"No","rural","Rather rural",6,1,10,5,0,"A country village","A country village",55,5,3,2,5,2,4,4,5,1,5,5,5,5,5,2,3,0,NA,NA,NA,5.3,-0.3,69.5,-0.514
8427,"HU","HU3","HU33","HU332","male",50,"Low",NA,"No","rural","Rather rural",8,7,4,5,5,"A town or small city","A town or small city",50,50,3,2,1,3,4,3,4,1,3,3,4,5,5,5,5,20.427529234278,NA,NA,NA,4.6,-5.2,59,-1.191
8428,"ES","ES4","ES43","ES431","female",32,"High",4,"No","rural","Rather rural",6,6,5,5,5,"A country village","A country village",49,51,3,3,3,4,4,3,3,3,5,5,4,5,4,4,5,14.9869735103522,NA,NA,NA,17.4,-2.4,31.4,-0.764
8429,"DK","DK0","DK02","DK021","female",22,"Low",1,"No","urban","Very urban",8,6,2,5,4,"A town or small city","A town or small city",70,50,4,3,3,4,4,3,4,3,3,3,3,3,3,3,3,23.6366241244388,NA,NA,NA,4.6,7.5,318.1,1.67
8430,"PL","PL9","PL91","PL911","female",34,"High",6,"No","urban","Very urban",9,9,9,5,5,"A town or small city","A big city",50,51,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,0.372677996249965,NA,NA,NA,1.9,3.9,3539.4,-1.132
8431,"IT","ITC","ITC4","ITC48","female",44,"Low",NA,"No","rural","Very rural",4,4,4,5,2,"The suburbs or outskirts of a big city","A country village",51,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.16619037896906,NA,NA,NA,4,3.4,184.5,-0.225
8432,"PL","PL7","PL71","PL711","male",21,"Low",1,"Yes","urban","Very urban",3,10,10,5,5,"A country village","A big city",50,51,4,3,3,3,2,4,3,4,3,3,3,3,3,3,3,0.687184270936277,NA,NA,NA,3.8,-7,2311.2,-0.693
8433,"EL","EL3","EL30","EL307","female",43,"Low",1,"Yes","urban","Very urban",10,10,5,5,0,"A big city","A big city",50,46,3,4,4,3,3,3,2,2,3,2,2,3,2,4,3,0,NA,NA,NA,9.4,-2.9,532.6,-1.298
8434,"DK","DK0","DK04","DK042","male",66,"High",NA,"Yes","urban","Rather urban",6,7,6,7,5,"A town or small city","The suburbs or outskirts of a big city",50,60,3,4,3,4,3,3,3,3,3,3,4,2,1,4,3,15.3622914957372,NA,NA,NA,5.4,12.6,156.5,1.941
8435,"PL","PL2","PL21","PL217","female",57,"High",7,"Yes","urban","Very urban",9,8,4,3,5,"A town or small city","A town or small city",66,65,4,3,4,3,3,3,4,4,3,3,3,3,4,3,3,11.8098358253713,NA,NA,NA,2.3,-0.5,175,-1.022
8436,"DK","DK0","DK01","DK011","female",36,"Low",8,"Yes","urban","Very urban",10,7,4,0,5,"The suburbs or outskirts of a big city","A big city",75,75,4,4,3,5,3,4,2,3,5,3,2,3,1,2,1,26.7658364337825,NA,NA,NA,5.2,12.7,4578,1.557
8437,"IT","ITH","ITH3","ITH32","female",27,"Low",5,"Yes","urban","Rather urban",9,5,5,5,5,"A town or small city","A town or small city",61,52,3,2,4,3,3,3,4,2,4,4,3,3,3,3,3,2.3685438564654,NA,NA,NA,4.2,0.4,314.4,-0.403
8438,"IT","ITI","ITI2","ITI21","female",60,"Low",NA,"No","rural","Rather rural",8,7,7,5,6,"The suburbs or outskirts of a big city","A town or small city",49,50,3,3,3,4,4,3,2,2,3,4,4,3,3,3,3,0.781024967590665,NA,NA,NA,6,-2.8,104.3,-0.945
8439,"EL","EL5","EL51","EL515","male",20,"Low",NA,"Yes","urban","Rather urban",7,8,4,5,5,"A town or small city","A big city",50,49,3,4,2,4,4,3,2,4,4,2,2,2,2,4,2,0,NA,NA,NA,12.1,-3.6,63.2,-0.918
8440,"IT","ITG","ITG2","ITG2F","female",28,"Low",7,"No","urban","Rather urban",6,9,3,5,5,"A town or small city","A town or small city",51,49,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.7,NA,NA,NA,10.1,-5.9,NA,-0.225
8441,"ES","ES5","ES51","ES511","female",24,"High",NA,"No","urban","Very urban",9,10,3,5,5,"A big city","A big city",84,66,3,4,3,3,3,3,4,3,3,3,3,2,1,3,3,22.92787604642,NA,NA,NA,9.3,17.9,730.7,-0.232
8442,"ES","ES2","ES21","ES213","female",24,"High",10,"No","urban","Rather urban",3,8,4,2,5,"A country village","A country village",80,80,3,4,5,5,4,3,2,4,2,2,1,1,1,1,1,17.3669045889013,NA,NA,NA,7.7,4.7,517.6,0.051
8443,"EL","EL5","EL52","EL522","male",52,"Low",2,"No","rural","Very rural",10,6,8,10,1,"A country village","A country village",81,54,3,3,4,3,2,3,3,3,3,3,3,4,3,3,3,18.2204383866031,NA,NA,NA,14.1,-4.5,309.5,-0.891
8444,"EL","EL3","EL30","EL303","female",51,"High",10,"No","urban","Very urban",4,9,6,1,5,"A big city","A big city",50,50,3,4,3,3,3,3,2,3,3,3,2,3,2,3,2,7.9912061042123,NA,NA,NA,9.4,-2.9,10430.2,-1.298
8445,"PL","PL9","PL92","PL925","female",33,"High",9,"No","urban","Very urban",7,8,8,5,2,"A country village","A town or small city",92,100,3,4,3,3,3,4,4,4,3,3,3,3,3,1,1,6.79256129077161,NA,NA,NA,3.1,-5.6,69.3,-0.911
8446,"HU","HU1","HU11","HU110","female",49,"Low",2,"No","urban","Very urban",10,9,6,5,0,"A big city","A big city",61,66,2,4,1,5,5,3,3,3,2,4,3,4,2,5,4,26.6124448749494,NA,NA,NA,2.3,-0.9,3405.9,-1.15
8447,"ES","ES6","ES61","ES611","male",59,"Low",5,"No","urban","Rather urban",10,7,9,5,8,"A country village","A town or small city",58,76,4,2,2,4,4,4,4,4,2,2,2,4,3,2,4,10.8101514790497,NA,NA,NA,18.3,8.5,81.9,-0.764
8448,"DK","DK0","DK04","DK041","female",53,"Low",NA,"No","rural","Rather rural",10,6,7,5,3,"The suburbs or outskirts of a big city","A country village",56,56,3,4,3,2,2,3,4,4,4,2,3,4,3,2,3,0.458257569495584,NA,NA,NA,5.4,12.6,61.1,1.941
8449,"ES","ES1","ES11","ES114","male",47,"High",6,"No","urban","Rather urban",7,7,7,5,10,"A country village","A town or small city",60,70,4,2,2,4,4,4,4,4,2,2,3,2,2,2,2,25.2029264173826,NA,NA,NA,9.7,2.4,211.5,-0.387
8450,"HU","HU1","HU11","HU110","male",63,"Low",1,"No","urban","Very urban",4,4,6,5,7,"A big city","A big city",54,59,3,3,2,2,2,3,3,4,3,3,3,3,2,3,2,20.0997512422418,NA,NA,NA,2.3,-0.9,3405.9,-1.15
8451,"CZ","CZ0","CZ02","CZ020","male",38,"Low",7,"No","rural","Rather rural",7,8,5,5,6,"A big city","A country village",75,58,4,3,4,2,2,4,4,3,4,4,3,4,4,4,4,13.1233464566864,NA,NA,NA,1.7,37.2,129.8,-0.043
8452,"ES","ES6","ES61","ES618","female",32,"Low",9,"No","rural","Rather rural",3,8,4,5,8,"A country village","A country village",38,64,3,2,4,2,4,3,4,3,4,3,3,2,3,4,3,14.8576579581036,NA,NA,NA,18.3,8.5,141.2,-0.764
8453,"EL","EL3","EL30","EL305","female",51,"Low",3,"Yes","urban","Rather urban",9,9,9,5,1,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",92,92,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,10.9251716233659,NA,NA,NA,9.4,-2.9,380.4,-1.298
8454,"CZ","CZ0","CZ08","CZ080","female",31,"Low",9,"No","urban","Rather urban",7,10,10,5,5,"A country village","A town or small city",51,50,3,4,2,3,3,3,4,3,3,3,1,2,2,3,2,21.0923893594085,NA,NA,NA,3.9,9.9,225.2,-0.179
8455,"ES","ES5","ES52","ES522","female",21,"High",NA,"Yes","urban","Rather urban",5,8,7,3,8,"A country village","A town or small city",80,79,3,4,3,3,4,4,2,3,3,4,3,3,3,2,2,0.433012701892219,NA,NA,NA,12.8,20.9,87,-0.181
8456,"DK","DK0","DK04","DK042","male",60,"High",10,"No","rural","Rather rural",2,4,3,10,2,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",90,20,4,4,5,3,2,3,2,1,4,4,5,5,5,5,5,27.1162313015655,NA,NA,NA,5.4,12.6,156.5,1.941
8457,"ES","ES5","ES52","ES523","male",43,"High",10,"No","urban","Rather urban",9,9,6,0,9,"A big city","A big city",60,79,3,3,3,3,3,3,4,4,2,2,1,1,1,1,1,24.2303399687252,NA,NA,NA,12.8,20.9,239.3,-0.181
8458,"DK","DK0","DK04","DK042","male",45,"High",10,"No","urban","Very urban",10,9,4,8,2,"A town or small city","A big city",79,60,3,4,3,2,2,2,4,3,3,2,3,2,2,1,1,22.677962871475,NA,NA,NA,5.4,12.6,156.5,1.941
8459,"EL","EL3","EL30","EL302","female",23,"Low",NA,"No","urban","Very urban",10,9,5,8,7,"A big city","The suburbs or outskirts of a big city",87,79,3,2,4,5,4,3,2,3,4,2,3,4,3,4,4,12.4542914290617,NA,NA,NA,9.4,-2.9,7152.5,-1.298
8460,"IT","ITI","ITI3","ITI32","male",28,"Low",1,"Yes","urban","Very urban",10,8,9,5,7,"A country village","A big city",87,88,4,5,3,3,3,5,3,3,3,3,1,2,2,2,1,1.4456832294801,NA,NA,NA,5.2,-1.9,237.7,-0.152
8461,"EL","EL4","EL43","EL434","female",33,"High",2,NA,"urban","Rather urban",6,6,9,5,1,"A town or small city","The suburbs or outskirts of a big city",49,49,3,4,2,4,4,4,2,4,2,2,3,3,3,3,4,3.19912097301743,NA,NA,NA,10.8,-1.6,67.6,-0.8
8462,"IT","ITI","ITI1","ITI16","male",72,"Low",5,"No","urban","Rather urban",10,6,8,6,0,"A town or small city","A town or small city",40,60,3,3,3,4,3,4,3,4,3,2,2,2,2,3,3,21.4627584434061,NA,NA,NA,5.3,-0.3,274.4,-0.514
8463,"ES","ES1","ES11","ES111","female",29,"Low",2,"Yes","rural","Rather rural",8,4,8,0,8,"A country village","A country village",80,80,5,4,4,3,3,5,4,4,3,3,4,4,4,4,3,26.3391343821318,NA,NA,NA,9.7,2.4,142.3,-0.387
8464,"EL","EL6","EL64","EL644","male",52,"High",10,"No","urban","Rather urban",10,6,6,5,5,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",69,70,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,29.7478990854816,NA,NA,NA,9.9,-6.2,35.8,-1.018
8465,"HU","HU2","HU23","HU232","female",27,"Low",7,"No","urban","Rather urban",8,5,10,5,0,"A country village","A town or small city",70,86,3,2,1,5,4,3,2,3,4,2,2,3,1,1,1,6.17241973881384,NA,NA,NA,6,-5.1,52.3,-1.181
8466,"HU","HU1","HU11","HU110","female",53,"Low",NA,"No","urban","Very urban",10,8,5,5,2,"The suburbs or outskirts of a big city","A big city",50,50,3,4,3,4,3,2,2,3,2,2,4,4,4,4,4,0.314269680527354,NA,NA,NA,2.3,-0.9,3405.9,-1.15
8467,"IT","ITI","ITI1","ITI17","male",57,"Low",5,"No","urban","Rather urban",10,6,3,10,5,"A country village","A town or small city",36,84,4,3,3,4,4,5,5,5,2,2,2,2,2,4,1,27.810070118574,NA,NA,NA,5.3,-0.3,172.2,-0.514
8468,"DK","DK0","DK03","DK031","male",19,"High",1,"No","urban","Very urban",5,7,3,5,5,"A town or small city","A big city",50,50,4,4,3,4,4,3,2,3,3,3,3,3,4,4,3,0,NA,NA,NA,5.2,7.3,146.2,1.856
8469,"IT","ITI","ITI4","ITI43","female",61,"Low",6,"No","urban","Very urban",10,10,4,10,0,"A big city","A big city",47,51,4,5,3,4,4,4,3,5,2,2,4,5,5,4,3,12.9475866477116,NA,NA,NA,7.2,1,803.5,-1.068
8470,"EL","EL3","EL30","EL303","female",31,"Low",NA,"Yes","urban","Very urban",10,10,10,9,10,"A big city","A big city",60,60,3,5,3,3,3,3,3,3,3,3,3,3,3,3,5,26.6352679731217,NA,NA,NA,9.4,-2.9,10430.2,-1.298
8471,"IT","ITI","ITI4","ITI43","female",72,"Low",NA,"No","urban","Very urban",9,1,9,0,6,"A big city","The suburbs or outskirts of a big city",50,79,4,3,3,5,5,4,3,4,1,1,3,3,2,2,3,21.3936906586965,NA,NA,NA,7.2,1,803.5,-1.068
8472,"ES","ES5","ES51","ES511","male",18,"Low",NA,"Yes","urban","Very urban",8,8,3,5,5,"A big city","A big city",74,50,4,4,3,4,3,2,3,5,2,2,4,3,2,3,4,17.6028229270194,NA,NA,NA,9.3,17.9,730.7,-0.232
8473,"HU","HU3","HU33","HU333","male",34,"Low",5,"No","urban","Rather urban",4,4,8,5,0,"A big city","A town or small city",50,50,2,1,1,5,5,3,4,4,2,1,1,1,1,1,1,0.314269680527354,NA,NA,NA,4.6,-5.2,94.8,-1.191
8474,"HU","HU1","HU11","HU110","male",55,"Low",3,"No","urban","Very urban",10,9,9,10,0,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",80,80,1,1,3,2,2,5,4,4,1,1,3,1,1,1,1,3.14269680527354,NA,NA,NA,2.3,-0.9,3405.9,-1.15
8475,"EL","EL6","EL65","EL653","male",60,"Low",6,"No","rural","Rather rural",10,3,8,5,0,"A town or small city","A town or small city",100,70,4,3,4,2,1,3,4,3,3,2,5,5,5,5,5,0.330718913883074,NA,NA,NA,9.6,-7.8,37.4,-1.108
8476,"ES","ES5","ES51","ES511","male",71,"High",8,"No","urban","Very urban",8,9,6,4,5,"A country village","The suburbs or outskirts of a big city",50,70,3,4,3,3,4,3,4,4,2,2,2,2,3,2,4,20.8386659841747,NA,NA,NA,9.3,17.9,730.7,-0.232
8477,"EL","EL3","EL30","EL304","male",57,"Low",NA,"No","urban","Very urban",9,8,6,2,2,"A big city","A big city",60,60,4,5,2,3,4,4,2,4,4,3,4,4,3,2,3,18.0277563773199,NA,NA,NA,9.4,-2.9,7378.4,-1.298
8478,"IT","ITG","ITG2","ITG2H","female",60,"Low",2,"No","rural","Rather rural",10,9,9,5,3,"A country village","A country village",90,60,5,3,5,3,3,4,3,4,3,3,3,3,4,3,3,17.4152232256724,NA,NA,NA,10.1,-5.9,NA,-0.225
8479,"IT","ITG","ITG1","ITG12","female",52,"Low",NA,"No","rural","Rather rural",5,8,7,5,2,"A country village","A country village",78,79,3,4,4,4,3,4,4,4,4,3,4,3,5,2,3,13.1848397790796,NA,NA,NA,15.8,-4,244,-2.059
8480,"ES","ES6","ES61","ES612","male",73,"Low",4,"No","urban","Very urban",9,9,9,5,6,"A town or small city","A big city",80,80,4,4,4,2,2,4,5,5,2,2,2,1,2,2,1,0,NA,NA,NA,18.3,8.5,171.8,-0.764
8481,"DK","DK0","DK01","DK013","female",20,"Low",NA,"No","rural","Rather rural",9,4,6,7,5,"A town or small city","A town or small city",76,32,3,4,4,2,3,4,2,3,4,3,3,3,3,3,3,22.4579607266555,NA,NA,NA,5.2,12.7,344.4,1.557
8482,"PL","PL9","PL91","PL911","female",21,"Low",NA,"Yes","urban","Rather urban",4,5,5,5,3,"A big city","A big city",59,57,3,4,2,3,4,5,4,4,3,3,3,4,2,1,4,15.8893745069535,NA,NA,NA,1.9,3.9,3539.4,-1.132
8483,"IT","ITF","ITF4","ITF47","female",53,"Low",7,"No","urban","Rather urban",6,7,7,4,9,"A town or small city","A town or small city",45,42,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.16385840391128,NA,NA,NA,11.6,-3.9,318.5,-1.266
8484,"CZ","CZ0","CZ01","CZ010","male",76,"Low",1,"No","urban","Very urban",0,4,8,5,4,"A town or small city","A big city",50,80,3,3,2,5,5,3,4,5,1,1,3,3,3,3,3,0.314269680527354,NA,NA,NA,2.1,62.2,2741.6,0.029
8485,"HU","HU1","HU12","HU120","female",43,"Low",NA,"No","rural","Rather rural",9,3,7,5,4,"A town or small city","A town or small city",73,53,3,5,5,2,3,2,2,2,4,4,3,3,4,4,4,1.05409255338946,NA,NA,NA,3.2,9.7,207.5,-1.08
8486,"EL","EL3","EL30","EL302","female",39,"Low",3,"No","urban","Very urban",10,8,5,5,6,"A big city","A big city",68,62,2,4,2,5,4,2,1,4,5,4,3,4,2,4,5,13.7454537938913,NA,NA,NA,9.4,-2.9,7152.5,-1.298
8487,"EL","EL3","EL30","EL302","female",51,"High",1,"No","urban","Very urban",7,5,6,5,5,"A big city","A big city",53,52,2,2,2,2,2,3,3,3,3,3,3,2,2,1,1,1.89983551919633,NA,NA,NA,9.4,-2.9,7152.5,-1.298
8488,"HU","HU1","HU11","HU110","female",52,"Low",NA,"Yes","urban","Very urban",4,6,5,5,6,"A big city","A big city",50,50,3,3,3,3,3,3,2,3,3,3,2,3,2,3,3,0.314269680527354,NA,NA,NA,2.3,-0.9,3405.9,-1.15
