ResponseId,b1_pid3,b1_pid3_t,b1_pid7,benefits_wrong_deny,benefits_wrong_receive,benefits_wrong_apply,assign_abstract_fraud_orde,abstract_wrong_count,abstract_wrong_not_count,abstract_wrong_not_vote,abstract_frequency_count,abstract_frequency_not_cou,abstract_frequency_not_vot,assign_vignette,assign_vignette_support,assign_vignette_wording,wording_wrong_serious,vignette_uncounted,vignette_forgone,vignette_fraudulent,elections_mistake,fraud_democrat_loses,fraud_republican_loses,ballot_security,vote_secrecy,assign_vote_accuracy_order,mail_in_vote_accuracy,in_person_vote_accuracy,weight,Party,vignette_error,vignette_support,vignette_wording,vignette_dv,worse_mistake,vignette_interaction,own_party,error_hurt
4297,2,__NA__,7,6,7,6,2,,6,6,2,1,0,3,3,1,1,,,7,2,2,2,3,4,2,3,1,0.419455720362732,Republican,Fraudulent,None,wrong,1,Fraudulent,Fraudulent-None,0,1
4298,2,__NA__,7,5,7,5,2,7,7,5,20,30,0,2,3,2,2,,4,,2,4,1,5,5,2,4,4,0.787386944706177,Republican,Forgone,None,serious,0.5,Fraudulent,Forgone-None,0,0
4299,1,__NA__,2,4,3,3,1,6,7,5,0,100,0,1,2,1,1,4,,,1,3,3,2,3,1,3,3,6.1794909238256,Democrat,Uncounted,Trump,wrong,0.5,Uncounted,Uncounted-Trump,0,0
4300,2,__NA__,6,6,6,6,1,5,5,7,5,10,0,2,1,1,1,,5,,2,3,1,3,5,2,2,2,0.760141903612697,Republican,Forgone,Biden,wrong,0.666666666666667,Fraudulent,Forgone-Biden,0,0
4301,1,__NA__,1,7,7,7,1,7,7,7,1,2,25,1,3,2,2,7,,,1,4,1,1,2,1,1,1,0.233358494821166,Democrat,Uncounted,None,serious,1,Uncounted,Uncounted-None,0,0
4302,2,__NA__,7,7,6,6,2,6,6,7,10,5,5,3,1,2,2,,,7,2,3,2,5,2,1,2,2,0.464356782060908,Republican,Fraudulent,Biden,serious,1,Fraudulent,Fraudulent-Biden,0,1
4303,2,__NA__,7,3,7,3,2,6,5,6,3,2,0,2,2,2,2,,6,,1,4,3,3,4,1,3,1,0.440850918749223,Republican,Forgone,Trump,serious,0.833333333333333,Uncounted,Forgone-Trump,1,1
4304,2,__NA__,7,7,7,5,1,7,7,7,0,0,0,3,2,1,1,,,5,1,3,3,3,3,2,3,1,0.24008459018457,Republican,Fraudulent,Trump,wrong,0.666666666666667,Uncounted,Fraudulent-Trump,1,0
4305,3,__NA__,3,7,7,7,2,7,7,7,10,5,30,1,2,2,2,7,,,1,5,5,3,3,1,2,1,0.697581228495229,Democrat,Uncounted,Trump,serious,1,Uncounted,Uncounted-Trump,0,0
4306,1,__NA__,1,4,5,4,2,5,5,6,0,1,3,2,3,1,1,,6,,1,4,4,1,2,1,1,1,0.360584170751252,Democrat,Forgone,None,wrong,0.833333333333333,Uncounted,Forgone-None,0,0
4307,1,__NA__,1,7,7,7,1,7,7,7,1,100,100,3,1,2,2,,,7,1,3,3,2,3,2,1,1,0.315851694907942,Democrat,Fraudulent,Biden,serious,1,Uncounted,Fraudulent-Biden,1,0
4308,2,__NA__,7,7,7,7,1,7,7,7,0,0,0,1,3,1,1,7,,,2,5,5,4,2,1,4,1,0.317117102020276,Republican,Uncounted,None,wrong,1,Fraudulent,Uncounted-None,0,0
4309,1,__NA__,1,4,4,2,2,2,2,4,100,50,50,2,1,2,2,,4,,1,2,2,2,1,1,2,2,1.32011626537155,Democrat,Forgone,Biden,serious,0.5,Uncounted,Forgone-Biden,1,1
4310,3,__NA__,5,6,6,6,2,6,6,6,3,2,0,3,1,2,2,,,6,1,4,4,2,2,2,1,1,0.0462094263638825,Republican,Fraudulent,Biden,serious,0.833333333333333,Uncounted,Fraudulent-Biden,0,1
4311,2,__NA__,7,5,7,5,2,5,5,5,35,65,0,2,1,1,1,,5,,1,1,1,6,9,2,9,1,0.364887394206903,Republican,Forgone,Biden,wrong,0.666666666666667,Uncounted,Forgone-Biden,0,0
4312,3,__NA__,5,7,7,7,2,5,7,7,0,0,3,1,3,1,1,7,,,1,4,4,1,2,2,2,1,0.758911265269564,Republican,Uncounted,None,wrong,1,Uncounted,Uncounted-None,0,0
4313,2,__NA__,6,7,7,7,1,7,7,7,10,10,0,1,1,1,1,7,,,1,5,5,6,3,2,3,2,0.47010118799271,Republican,Uncounted,Biden,wrong,1,Uncounted,Uncounted-Biden,0,0
4314,3,__NA__,5,1,7,1,2,7,7,7,25,25,0,2,2,1,1,,1,,2,4,1,5,5,1,4,2,0.791797903950224,Republican,Forgone,Trump,wrong,0,Fraudulent,Forgone-Trump,1,1
4315,1,__NA__,1,7,7,7,1,7,7,7,0,0,5,3,1,2,2,,,5,1,5,4,1,1,2,1,1,0.415460155061884,Democrat,Fraudulent,Biden,serious,0.666666666666667,Uncounted,Fraudulent-Biden,1,0
4316,1,__NA__,2,5,4,4,1,5,7,7,0.5,2,1,2,1,2,2,,5,,1,3,3,2,2,2,1,1,1.24735542610816,Democrat,Forgone,Biden,serious,0.666666666666667,Uncounted,Forgone-Biden,1,1
4317,3,__NA__,5,5,6,5,2,7,5,5,51,40,1,1,2,2,2,7,,,2,3,1,3,5,1,2,2,0.390555264483173,Republican,Uncounted,Trump,serious,1,Fraudulent,Uncounted-Trump,1,1
4318,1,__NA__,2,6,6,6,2,6,7,,5,0,25,2,3,1,1,,6,,1,4,4,3,3,2,2,1,0.442551042494911,Democrat,Forgone,None,wrong,0.833333333333333,Uncounted,Forgone-None,0,0
4319,3,__NA__,3,7,6,6,1,5,6,6,0,2,10,2,2,1,1,,6,,1,4,4,2,4,2,1,1,0.298601473417065,Democrat,Forgone,Trump,wrong,0.833333333333333,Uncounted,Forgone-Trump,0,0
4320,2,__NA__,7,6,7,6,2,5,5,5,4,2,0,1,1,2,2,6,,,2,3,1,4,4,1,1,1,0.382984858690565,Republican,Uncounted,Biden,serious,0.833333333333333,Fraudulent,Uncounted-Biden,0,0
4321,3,__NA__,5,7,7,7,1,7,7,7,5,10,0,2,1,2,2,,5,,2,3,2,5,4,1,3,2,1.51829382926192,Republican,Forgone,Biden,serious,0.666666666666667,Fraudulent,Forgone-Biden,0,0
4322,2,__NA__,7,6,6,1,2,6,6,1,1,0,10,3,1,1,1,,,6,2,4,2,3,4,1,2,2,0.330058109162503,Republican,Fraudulent,Biden,wrong,0.833333333333333,Fraudulent,Fraudulent-Biden,0,1
4323,1,__NA__,1,2,7,3,2,5,6,6,0,0,0,2,2,1,1,,3,,1,4,4,1,2,1,1,1,0.272070093611722,Democrat,Forgone,Trump,wrong,0.333333333333333,Uncounted,Forgone-Trump,0,0
4324,4,Democratic Socialist,3,7,7,7,1,3,5,7,0,10,15,2,2,1,1,,6,,1,4,4,1,2,2,1,1,0.625865937819449,Democrat,Forgone,Trump,wrong,0.833333333333333,Uncounted,Forgone-Trump,0,0
4325,1,__NA__,2,7,7,7,2,7,7,7,1,4,13,1,3,1,1,7,,,1,1,4,3,5,2,9,9,0.650940386606351,Democrat,Uncounted,None,wrong,1,Uncounted,Uncounted-None,0,0
4326,2,__NA__,7,5,6,5,2,6,6,5,10,0,0,2,1,1,1,,1,,2,4,2,3,3,1,3,1,0.42020753810623,Republican,Forgone,Biden,wrong,0,Fraudulent,Forgone-Biden,0,0
4327,2,__NA__,7,7,7,7,1,7,7,7,75,45,20,1,2,2,2,7,,,2,5,5,6,1,1,3,2,0.984369090502259,Republican,Uncounted,Trump,serious,1,Fraudulent,Uncounted-Trump,1,1
4328,1,__NA__,2,7,7,7,2,7,7,7,40,45,39,3,3,1,1,,,7,2,1,1,5,1,2,4,4,3.87308431933778,Democrat,Fraudulent,None,wrong,1,Fraudulent,Fraudulent-None,0,1
4329,2,__NA__,6,6,5,6,1,6,6,6,15,15,10,2,2,1,1,,6,,1,3,1,3,4,2,3,3,1.37641872736001,Republican,Forgone,Trump,wrong,0.833333333333333,Uncounted,Forgone-Trump,1,1
4330,1,__NA__,2,6,5,6,2,6,6,6,0,0,20,3,1,1,1,,,7,1,1,4,2,4,1,1,1,0.74988009384448,Democrat,Fraudulent,Biden,wrong,1,Uncounted,Fraudulent-Biden,1,0
4331,2,__NA__,7,5,7,5,2,6,6,5,10,20,2,1,3,2,2,6,,,2,2,3,3,4,2,2,2,0.43933199534494,Republican,Uncounted,None,serious,0.833333333333333,Fraudulent,Uncounted-None,0,0
4332,1,__NA__,2,5,5,5,2,6,6,6,0,0,1,2,3,2,2,,4,,2,4,4,1,2,2,1,1,0.472454034603229,Democrat,Forgone,None,serious,0.5,Fraudulent,Forgone-None,0,0
4333,1,__NA__,1,7,5,7,2,5,5,7,0,2,1,3,1,1,1,,,5,1,4,4,2,3,1,1,1,0.746518690528633,Democrat,Fraudulent,Biden,wrong,0.666666666666667,Uncounted,Fraudulent-Biden,1,0
4334,1,__NA__,1,6,5,6,1,5,6,6,0,0,0,3,2,1,1,,,5,1,3,3,2,2,2,1,1,0.460209945879771,Democrat,Fraudulent,Trump,wrong,0.666666666666667,Uncounted,Fraudulent-Trump,0,1
4335,2,__NA__,7,5,5,5,1,5,5,5,20,20,20,2,2,1,1,,5,,2,3,3,4,3,1,2,2,0.562154835793008,Republican,Forgone,Trump,wrong,0.666666666666667,Fraudulent,Forgone-Trump,1,1
4336,1,__NA__,1,6,6,7,1,7,7,7,1,0,0,3,1,1,1,,,7,2,1,4,2,2,2,1,1,0.457017572635188,Democrat,Fraudulent,Biden,wrong,1,Fraudulent,Fraudulent-Biden,1,0
4337,1,__NA__,2,7,6,6,1,7,7,7,0,0,0,2,2,1,1,,7,,1,4,4,1,1,1,1,1,0.573360916258651,Democrat,Forgone,Trump,wrong,1,Uncounted,Forgone-Trump,0,0
4338,1,__NA__,1,6,7,7,2,6,6,6,0,1,3,2,3,2,2,,6,,1,4,4,2,1,1,1,1,0.314247338168566,Democrat,Forgone,None,serious,0.833333333333333,Uncounted,Forgone-None,0,0
4339,4,Socialist,3,6,4,6,2,2,3,5,0,15,10,3,2,2,2,,,2,1,3,3,2,5,2,2,1,0.373659341792272,Democrat,Fraudulent,Trump,serious,0.166666666666667,Uncounted,Fraudulent-Trump,0,1
4340,2,__NA__,6,7,7,6,1,7,7,6,15,5,4,3,1,1,1,,,7,2,4,2,3,4,1,3,2,0.317117102020276,Republican,Fraudulent,Biden,wrong,1,Fraudulent,Fraudulent-Biden,0,1
4341,3,__NA__,5,3,7,4,1,7,7,7,25,25,10,3,3,2,2,,,7,2,2,2,4,4,1,4,2,6.43622365857457,Republican,Fraudulent,None,serious,1,Fraudulent,Fraudulent-None,0,1
4342,1,__NA__,1,7,6,7,2,7,7,7,0.1,0,4,3,2,1,1,,,7,1,4,4,1,5,1,1,1,0.489703498366541,Democrat,Fraudulent,Trump,wrong,1,Uncounted,Fraudulent-Trump,0,1
4343,2,__NA__,6,6,7,4,1,5,5,5,10,30,45,2,3,1,1,,5,,2,3,1,4,4,2,3,2,0.402828830016497,Republican,Forgone,None,wrong,0.666666666666667,Fraudulent,Forgone-None,0,0
4344,1,__NA__,1,7,7,6,1,5,6,7,0,0,10,3,1,1,1,,,6,1,4,4,2,3,1,1,1,0.469257933457,Democrat,Fraudulent,Biden,wrong,0.833333333333333,Uncounted,Fraudulent-Biden,1,0
4345,1,__NA__,1,7,6,7,2,6,7,7,0,0,5,3,2,1,1,,,7,1,4,4,1,2,1,1,1,0.488211586656806,Democrat,Fraudulent,Trump,wrong,1,Uncounted,Fraudulent-Trump,0,1
4346,1,__NA__,1,5,6,5,1,6,5,6,15,25,30,3,1,2,2,,,5,1,2,2,1,5,1,1,1,0.237107753606122,Democrat,Fraudulent,Biden,serious,0.666666666666667,Uncounted,Fraudulent-Biden,1,0
4347,1,__NA__,1,6,6,5,2,5,5,5,0,1,0,2,3,2,2,,5,,1,5,3,6,9,1,9,1,0.605940667067156,Democrat,Forgone,None,serious,0.666666666666667,Uncounted,Forgone-None,0,0
4348,1,__NA__,1,7,6,,1,6,7,7,1,1,10,2,2,1,1,,1,,1,2,4,1,2,1,1,1,0.236400788148685,Democrat,Forgone,Trump,wrong,0,Uncounted,Forgone-Trump,0,0
4349,1,__NA__,1,6,3,6,2,5,6,6,0,1,14,1,2,2,2,6,,,1,4,4,2,1,2,1,1,0.387958992884169,Democrat,Uncounted,Trump,serious,0.833333333333333,Uncounted,Uncounted-Trump,0,0
4350,2,__NA__,6,4,7,7,1,7,7,7,1,3,2,3,1,2,2,,,7,2,3,3,5,4,2,4,2,0.608045534334083,Republican,Fraudulent,Biden,serious,1,Fraudulent,Fraudulent-Biden,0,1
4351,1,__NA__,1,7,5,7,2,4,7,7,10,10,100,2,1,1,1,,7,,1,2,4,2,2,2,1,1,0.641523366725605,Democrat,Forgone,Biden,wrong,1,Uncounted,Forgone-Biden,1,1
4352,1,__NA__,2,4,7,6,1,5,5,7,5,3,0,2,2,2,2,,4,,2,5,4,2,2,2,1,2,0.550026401375188,Democrat,Forgone,Trump,serious,0.5,Fraudulent,Forgone-Trump,0,0
4353,2,__NA__,6,6,7,7,2,6,5,6,10,100,25,1,3,1,1,4,,,2,3,1,6,4,2,2,2,1.46968197862993,Republican,Uncounted,None,wrong,0.5,Fraudulent,Uncounted-None,0,0
4354,2,__NA__,6,7,4,4,1,3,4,3,0,20,30,3,3,1,1,,,3,2,5,2,6,9,2,,9,2.31233188030893,Republican,Fraudulent,None,wrong,0.333333333333333,Fraudulent,Fraudulent-None,0,1
4355,1,__NA__,1,7,6,5,2,2,5,7,1,5,100,2,3,1,1,,7,,1,5,5,1,5,2,1,1,0.586800118504853,Democrat,Forgone,None,wrong,1,Uncounted,Forgone-None,0,0
4356,2,__NA__,7,7,7,6,2,7,7,7,50,25,0,2,1,1,1,,1,,2,4,1,5,3,1,4,1,0.564351523044121,Republican,Forgone,Biden,wrong,0,Fraudulent,Forgone-Biden,0,0
4357,3,__NA__,3,7,7,7,2,5,5,7,0,1,2,2,2,1,1,,7,,1,3,3,2,1,2,2,1,0.413039274627619,Democrat,Forgone,Trump,wrong,1,Uncounted,Forgone-Trump,0,0
4358,2,__NA__,7,7,7,7,1,7,7,7,80,75,100,3,3,1,1,,,7,2,3,1,2,4,2,3,1,0.37143432418624,Republican,Fraudulent,None,wrong,1,Fraudulent,Fraudulent-None,0,1
4359,2,__NA__,6,4,5,4,2,5,5,5,2,5,10,1,2,2,2,5,,,1,3,2,3,2,1,9,3,3.64915393615181,Republican,Uncounted,Trump,serious,0.666666666666667,Uncounted,Uncounted-Trump,1,1
4360,2,__NA__,7,7,7,7,1,7,7,7,40,25,10,1,2,2,2,7,,,2,5,5,4,4,2,4,2,0.486360732995497,Republican,Uncounted,Trump,serious,1,Fraudulent,Uncounted-Trump,1,1
4361,1,__NA__,1,7,6,6,2,4,7,7,0,0,,1,1,1,1,7,,,1,4,4,1,3,2,1,1,0.335073724440875,Democrat,Uncounted,Biden,wrong,1,Uncounted,Uncounted-Biden,1,1
4362,2,__NA__,6,7,7,7,1,5,6,5,2,3,2,3,2,2,2,,,5,1,4,2,2,9,1,2,9,0.306358854353888,Republican,Fraudulent,Trump,serious,0.666666666666667,Uncounted,Fraudulent-Trump,1,0
4363,2,__NA__,6,7,7,7,2,7,7,7,15,10,5,2,1,1,1,,7,,2,5,5,3,9,2,2,2,0.423565917321242,Republican,Forgone,Biden,wrong,1,Fraudulent,Forgone-Biden,0,0
4364,3,__NA__,5,7,7,7,1,5,5,5,2,2,0,3,2,2,2,,,5,1,4,1,5,2,1,4,2,0.788715902236677,Republican,Fraudulent,Trump,serious,0.666666666666667,Uncounted,Fraudulent-Trump,1,0
4365,1,__NA__,1,6,7,6,2,5,6,7,0,0,2,3,2,1,1,,,7,1,5,3,2,3,1,1,1,0.3804686169966,Democrat,Fraudulent,Trump,wrong,1,Uncounted,Fraudulent-Trump,0,1
4366,2,__NA__,7,7,5,7,2,6,6,6,10,10,0,2,1,2,2,,6,,2,1,1,5,1,1,4,2,0.429318379045075,Republican,Forgone,Biden,serious,0.833333333333333,Fraudulent,Forgone-Biden,0,0
4367,3,__NA__,3,7,5,7,2,5,7,7,0,20,40,1,1,2,2,7,,,1,1,4,2,3,1,4,3,0.233307472921068,Democrat,Uncounted,Biden,serious,1,Uncounted,Uncounted-Biden,1,1
4368,3,__NA__,3,7,7,6,2,2,2,2,0,0,1,3,2,2,2,,,2,1,4,4,1,2,1,1,1,0.247062125279071,Democrat,Fraudulent,Trump,serious,0.166666666666667,Uncounted,Fraudulent-Trump,0,1
4369,2,__NA__,7,5,7,2,1,7,7,7,20,0,0,2,3,2,2,,3,,1,1,4,3,2,2,3,1,0.389035063446562,Republican,Forgone,None,serious,0.333333333333333,Uncounted,Forgone-None,0,0
4370,1,__NA__,1,6,6,6,1,6,6,6,0,0,0,2,2,1,1,,6,,2,1,3,2,3,2,1,1,1.71533518791219,Democrat,Forgone,Trump,wrong,0.833333333333333,Fraudulent,Forgone-Trump,0,0
4371,2,__NA__,6,5,7,5,2,5,5,5,2,2,1,2,3,1,1,,5,,2,4,5,6,3,2,3,2,0.609756508470859,Republican,Forgone,None,wrong,0.666666666666667,Fraudulent,Forgone-None,0,0
4372,1,__NA__,2,5,5,5,1,5,5,6,5,10,10,3,2,2,2,,,6,1,3,4,3,4,2,2,2,1.12406875711995,Democrat,Fraudulent,Trump,serious,0.833333333333333,Uncounted,Fraudulent-Trump,0,1
4373,1,__NA__,1,7,7,7,2,7,7,7,0,0,0,2,2,1,1,,4,,1,4,4,2,9,1,1,1,0.269881034465815,Democrat,Forgone,Trump,wrong,0.5,Uncounted,Forgone-Trump,0,0
4374,1,__NA__,1,7,7,7,2,3,7,7,0,0,5,2,3,2,2,,6,,1,4,4,1,1,2,1,1,0.231480906804849,Democrat,Forgone,None,serious,0.833333333333333,Uncounted,Forgone-None,0,0
4375,1,__NA__,1,7,6,7,1,5,7,7,0,1,15,1,3,2,2,7,,,1,4,4,1,2,1,1,1,0.444085123300894,Democrat,Uncounted,None,serious,1,Uncounted,Uncounted-None,0,0
4376,2,__NA__,7,6,6,6,2,7,6,5,20,50,0,1,2,1,1,7,,,2,4,2,3,5,1,3,2,0.301802970795262,Republican,Uncounted,Trump,wrong,1,Fraudulent,Uncounted-Trump,1,1
4377,1,__NA__,1,7,7,4,1,6,6,7,5,5,5,2,2,1,1,,6,,1,3,3,6,9,2,2,1,0.516078212378095,Democrat,Forgone,Trump,wrong,0.833333333333333,Uncounted,Forgone-Trump,0,0
4378,3,__NA__,3,6,7,6,2,5,6,7,0,0,90,3,2,1,1,,,7,1,4,4,2,1,1,1,1,0.201132875483928,Democrat,Fraudulent,Trump,wrong,1,Uncounted,Fraudulent-Trump,0,1
4379,2,__NA__,6,7,7,7,2,7,7,7,10,1,0,2,3,1,1,,7,,2,4,2,3,2,1,2,1,0.276735430399413,Republican,Forgone,None,wrong,1,Fraudulent,Forgone-None,0,0
4380,2,__NA__,7,6,7,7,2,7,7,7,25,1,0,3,3,2,2,,,7,2,4,1,5,4,2,4,9,0.4514191127672,Republican,Fraudulent,None,serious,1,Fraudulent,Fraudulent-None,0,1
4381,2,__NA__,7,7,7,7,1,1,7,1,30,70,0,3,2,1,1,,,7,2,1,2,3,1,2,4,1,0.789069815345609,Republican,Fraudulent,Trump,wrong,1,Fraudulent,Fraudulent-Trump,1,0
4382,3,__NA__,3,7,5,7,1,7,7,7,0,0,3,2,3,2,2,,7,,1,4,4,1,1,1,1,1,0.779180388319082,Democrat,Forgone,None,serious,1,Uncounted,Forgone-None,0,0
4383,1,__NA__,1,7,7,7,1,4,4,7,0,0,1,2,1,1,1,,7,,1,3,3,3,3,2,2,1,0.760787958979087,Democrat,Forgone,Biden,wrong,1,Uncounted,Forgone-Biden,1,1
4384,3,__NA__,3,7,7,7,1,5,7,7,99,2,3,3,2,2,2,,,6,1,4,4,1,2,1,1,1,0.391105806009779,Democrat,Fraudulent,Trump,serious,0.833333333333333,Uncounted,Fraudulent-Trump,0,1
4385,3,__NA__,5,7,7,7,2,7,5,5,15,15,0,1,3,1,1,7,,,2,4,2,4,4,1,3,2,0.635315439006704,Republican,Uncounted,None,wrong,1,Fraudulent,Uncounted-None,0,0
4386,3,__NA__,5,5,7,4,2,7,5,5,2,3,0,3,3,2,2,,,6,2,4,2,4,4,2,3,2,0.330058109162503,Republican,Fraudulent,None,serious,0.833333333333333,Fraudulent,Fraudulent-None,0,1
4387,2,__NA__,7,5,5,5,1,7,7,7,10,1,1,3,3,2,2,,,7,2,3,2,3,2,1,3,1,0.787386944706177,Republican,Fraudulent,None,serious,1,Fraudulent,Fraudulent-None,0,1
4388,3,__NA__,3,7,7,7,2,7,7,7,0,100,0,2,3,2,2,,7,,1,5,5,1,2,1,1,1,0.347690943041234,Democrat,Forgone,None,serious,1,Uncounted,Forgone-None,0,0
4389,1,__NA__,1,5,5,5,2,6,5,5,0,50,100,1,1,2,2,6,,,1,3,4,2,2,2,1,1,0.453340437511893,Democrat,Uncounted,Biden,serious,0.833333333333333,Uncounted,Uncounted-Biden,1,1
4390,3,__NA__,5,5,7,5,1,2,2,7,0,0,0,2,1,2,2,,3,,1,4,4,2,3,2,1,1,0.324489422728111,Republican,Forgone,Biden,serious,0.333333333333333,Uncounted,Forgone-Biden,0,0
4391,1,__NA__,1,7,5,7,2,5,7,7,0,1,5,3,3,1,1,,,5,1,4,4,1,2,1,1,1,0.518712995421605,Democrat,Fraudulent,None,wrong,0.666666666666667,Uncounted,Fraudulent-None,0,1
4392,2,__NA__,7,5,5,5,1,6,5,,,0,0,1,1,1,1,5,,,2,4,1,4,5,2,3,2,0.399634871497616,Republican,Uncounted,Biden,wrong,0.666666666666667,Fraudulent,Uncounted-Biden,0,0
4393,2,__NA__,6,3,7,3,1,7,6,4,20,25,0,3,3,1,1,,,7,2,4,1,4,4,2,3,2,0.349216187071172,Republican,Fraudulent,None,wrong,1,Fraudulent,Fraudulent-None,0,1
4394,1,__NA__,1,6,6,6,2,7,7,7,0,0,20,1,3,2,2,7,,,1,4,4,2,9,2,1,1,0.511925879000277,Democrat,Uncounted,None,serious,1,Uncounted,Uncounted-None,0,0
4395,1,__NA__,2,2,7,4,1,7,7,7,10,100,15,2,3,2,2,,7,,1,4,4,2,4,2,1,2,0.746071106266832,Democrat,Forgone,None,serious,1,Uncounted,Forgone-None,0,0
4396,3,__NA__,3,7,7,7,1,6,6,7,0,5,15,3,3,1,1,,,5,1,1,4,2,9,1,9,1,0.457017572635188,Democrat,Fraudulent,None,wrong,0.666666666666667,Uncounted,Fraudulent-None,0,1
4397,3,__NA__,3,7,6,7,2,3,6,6,0,1,1,2,3,2,2,,5,,1,3,4,2,4,2,1,1,0.302958443243014,Democrat,Forgone,None,serious,0.666666666666667,Uncounted,Forgone-None,0,0
4398,1,__NA__,1,6,6,6,1,3,6,7,1,25,20,3,1,2,2,,,7,1,4,4,1,2,2,1,1,0.254584842469432,Democrat,Fraudulent,Biden,serious,1,Uncounted,Fraudulent-Biden,1,0
4399,2,__NA__,7,6,6,6,2,6,7,7,0,5,10,1,3,2,2,6,,,1,5,5,6,9,1,9,9,0.575507510988249,Republican,Uncounted,None,serious,0.833333333333333,Uncounted,Uncounted-None,0,0
4400,2,__NA__,6,5,7,5,1,7,7,7,4,4,0,1,3,2,2,7,,,2,4,2,4,5,2,3,2,0.799272988194122,Republican,Uncounted,None,serious,1,Fraudulent,Uncounted-None,0,0
4401,1,__NA__,1,7,5,6,1,5,5,5,5,5,0,3,1,1,1,,,5,2,2,2,3,3,2,1,1,0.457017572635188,Democrat,Fraudulent,Biden,wrong,0.666666666666667,Fraudulent,Fraudulent-Biden,1,0
4402,2,__NA__,7,5,7,5,1,7,5,5,5,10,0,2,3,1,1,,3,,2,3,2,4,4,1,3,2,0.37143432418624,Republican,Forgone,None,wrong,0.333333333333333,Fraudulent,Forgone-None,0,0
4403,2,__NA__,7,5,7,5,1,7,7,4,2,2,2,2,2,2,2,,4,,2,3,2,4,3,2,3,1,0.519625061118068,Republican,Forgone,Trump,serious,0.5,Fraudulent,Forgone-Trump,1,1
4404,2,__NA__,7,7,7,7,2,6,5,7,60,40,0,1,2,1,1,7,,,2,5,2,4,3,2,4,2,2.53427894370473,Republican,Uncounted,Trump,wrong,1,Fraudulent,Uncounted-Trump,1,1
4405,3,__NA__,3,7,,,1,6,,7,0,0,1,3,2,1,1,,,6,1,4,4,1,2,1,1,1,0.249536299989796,Democrat,Fraudulent,Trump,wrong,0.833333333333333,Uncounted,Fraudulent-Trump,0,1
4406,3,__NA__,3,5,5,5,1,5,5,5,0,0,0,2,3,1,1,,5,,1,5,5,2,3,1,3,2,0.647755579689707,Democrat,Forgone,None,wrong,0.666666666666667,Uncounted,Forgone-None,0,0
4407,2,__NA__,7,5,5,5,2,5,5,5,1,0,0,1,2,1,1,5,,,2,4,4,2,2,1,1,1,0.415206040268177,Republican,Uncounted,Trump,wrong,0.666666666666667,Fraudulent,Uncounted-Trump,1,1
4408,3,__NA__,3,7,2,7,1,4,7,7,0,0,25,3,2,2,2,,,5,1,3,3,1,2,1,1,1,0.444810440304556,Democrat,Fraudulent,Trump,serious,0.666666666666667,Uncounted,Fraudulent-Trump,0,1
4409,1,__NA__,1,6,7,5,2,5,5,7,20,50,10,3,2,1,1,,,5,1,4,4,3,3,1,2,1,0.349116237582432,Democrat,Fraudulent,Trump,wrong,0.666666666666667,Uncounted,Fraudulent-Trump,0,1
4410,1,__NA__,2,6,7,5,2,7,7,7,0,0,1,2,2,1,1,,4,,1,2,4,2,5,1,1,1,0.297615550378465,Democrat,Forgone,Trump,wrong,0.5,Uncounted,Forgone-Trump,0,0
4411,1,__NA__,1,6,6,6,2,7,7,7,10,0,,1,1,1,1,7,,,1,4,4,2,1,1,1,1,0.231480906804849,Democrat,Uncounted,Biden,wrong,1,Uncounted,Uncounted-Biden,1,1
4412,2,__NA__,7,3,6,3,2,6,2,2,30,30,0,1,3,1,1,2,,,2,4,1,4,4,1,4,4,0.375246263813206,Republican,Uncounted,None,wrong,0.166666666666667,Fraudulent,Uncounted-None,0,0
4413,1,__NA__,2,6,6,5,1,4,7,7,15,20,45,3,2,1,1,,,7,1,4,4,1,2,2,1,1,0.362552394553747,Democrat,Fraudulent,Trump,wrong,1,Uncounted,Fraudulent-Trump,0,1
4414,1,__NA__,1,5,5,5,2,5,5,5,0,0,1,3,3,1,1,,,5,1,4,4,3,4,1,1,1,0.687468779934799,Democrat,Fraudulent,None,wrong,0.666666666666667,Uncounted,Fraudulent-None,0,1
4415,2,__NA__,6,7,7,7,2,7,4,7,25,0,10,2,2,1,1,,7,,1,3,1,3,3,1,2,1,0.402828830016497,Republican,Forgone,Trump,wrong,1,Uncounted,Forgone-Trump,1,1
4416,3,__NA__,5,7,7,7,2,7,7,7,40,50,0,1,1,2,2,4,,,1,4,1,5,5,2,4,3,0.796161890391369,Republican,Uncounted,Biden,serious,0.5,Uncounted,Uncounted-Biden,0,0
4417,3,__NA__,5,2,7,5,1,4,6,5,30,30,10,3,3,2,2,,,4,1,3,1,5,5,2,3,3,1.31033263489581,Republican,Fraudulent,None,serious,0.5,Uncounted,Fraudulent-None,0,1
4418,2,__NA__,7,5,6,5,1,5,5,6,40,30,0,3,1,1,1,,,6,1,4,1,4,2,2,3,2,0.4514191127672,Republican,Fraudulent,Biden,wrong,0.833333333333333,Uncounted,Fraudulent-Biden,0,1
4419,2,__NA__,6,6,2,6,2,6,6,6,0,0,30,2,3,2,2,,6,,2,4,4,3,4,1,3,2,0.436580289738222,Republican,Forgone,None,serious,0.833333333333333,Fraudulent,Forgone-None,0,0
4420,2,__NA__,6,5,5,5,2,5,5,5,20,30,0,3,3,1,1,,,5,2,5,2,6,9,2,2,2,3.47642519234961,Republican,Fraudulent,None,wrong,0.666666666666667,Fraudulent,Fraudulent-None,0,1
